№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0315100000321000003;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000003;Определение поставщика завершено;Выполнение проектных и изыскательских работ по объекту: «Ремонт моста через р. Ласьва на км 475+856 (правый) автомобильнойдорогиМ-7 «Волга» Москва - Владимир - Нижний Новгород - Казань - Уфа, подъезд к г.Пермь, Пермскийкрай»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";05.02.2021;3 683 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000003;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";№1212600032321000016;2130121271;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАДЬЯ-ПРОЕКТ""";3 500 000,00;25.03.2021 17:05 (МСК+2);;25.04.2022;25.03.2021;428003, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА - 21, Г ЧЕБОКСАРЫ, УЛ ЯРОСЛАВСКАЯ, ДОМ 17, ПОМЕЩЕНИЕ 9;7-8352-587743ladya-proekt@mail.ru;
№ 0156600038621000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600038621000008;Определение поставщика завершено;Ремонтавтодорогипо ул. Свято-Никольская в с. Коса ( от ул. Полевой до ул. Снигирева);АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;05.02.2021;346 952,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600038621000008;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100812721000013;Да;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КАРИМОВ РУСЛАН АЛЬБЕРТОВИЧ;198 265,24;01.03.2021 16:35 (МСК+2);;31.12.2021;01.03.2021;618740, Пермский край, г Добрянка, ул Советская, д 92/159;79519449887cjld999@yandex.ru;
№ 0156600038621000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600038621000007;Определение поставщика завершено;Ремонт участкадорогипо ул. Октябрьская в с. Коса (от ул. Ленина до ул. Электриков);АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;05.02.2021;429 170,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600038621000007;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100812721000014;Да;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КАРИМОВ РУСЛАН АЛЬБЕРТОВИЧ;259 854,15;01.03.2021 16:41 (МСК+2);;31.12.2021;01.03.2021;618740, Пермский край, г Добрянка, ул Советская, д 92/159;79519449887cjld999@yandex.ru;
№ 0156600037221000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600037221000020;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Коммунистическая, ул. Дзержинского, п. Гайны - 0,700 км;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;04.02.2021;14 855 327,53 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600037221000020;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100811021000025;5904332369;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСТРОЙ""";12 200 000,00;15.03.2021 13:05 (МСК+2);;31.12.2021;15.03.2021;614064, КРАЙ ПЕРМСКИЙ, ГОРОД ПЕРМЬ, УЛИЦА Героев Хасана, д. 49, офис 24;89655690280info@ask-perm.ru;
№ 0156600037221000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600037221000019;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо пер. Школьный, п. Сергеевский - 0,180 км, автомобильнойдорогипо ул. Подгорная, д. Иванчино - 0,310 км;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;04.02.2021;555 842,78 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600037221000019;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100811021000022;8107012067;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ""";553 063,57;09.03.2021 16:29 (МСК+2);;31.12.2021;09.03.2021;619681, Пермский край, Гайнский р-н, поселок Сергеевский, ул Набережная, д 10;83424535460granit_les@mail.ru;
№ 0156600037221000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600037221000018;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Луговая, д. Елево - 0,519 км, автомобильнойдорогипо ул. Луговая, п. Харино -  0,430 км, автомобильнойдорогипо ул. Ленина, п. Гайны - 0,300 км, автомобильнойдорогипо ул. Кирова, п. Гайны - 0,300 км, автомобильнойдорогипо ул. Пролетарская п. Гайны - 0,140 км;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;04.02.2021;2 335 268,34 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600037221000018;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100811021000011;5981003834;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРАНС""";2 335 268,34;01.03.2021 17:15 (МСК+2);;31.12.2021;01.03.2021;619650, Пермский край, поселок Гайны, ул Коммунистическая, д 61;73424521431-;
№ 0156600037221000017;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600037221000017;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Сазонова, п. Гайны - 0,100 км, автомобильнойдорогипо ул. Маяковского - 0,400 км, пер. Кирпичный - 0,140 км, п. Гайны,  автомобильнойдорогипо ул. Советская, п. Гайны - 0,160 км, автомобильнойдорогипо пер. Пионерский, п. Гайны - 0,160 км;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;04.02.2021;1 488 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600037221000017;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100811021000023;5981003834;АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРАНС""";1 488 000,00;09.03.2021 16:34 (МСК+2);;31.12.2021;09.03.2021;619650, Пермский край, поселок Гайны, ул Коммунистическая, д 61;73424521431-;
№ 0356300072521000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0356300072521000007;Определение поставщика завершено;РЕМОНТ АВТОМОБИЛЬНОЙДОРОГИ«БОЛЬШАЯ СОСНОВА -ПЕРМЯКИ» (УЧАСТОК «БОЛЬШАЯ СОСНОВА - ПЕТРОПАВЛОВСК») - КМ 1+930 - КМ 4+720 КМ;АППАРАТ АДМИНИСТРАЦИИ БОЛЬШЕСОСНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;04.02.2021;20 283 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0356300072521000007;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА"" БОЛЬШЕСОСНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ПЕРМСКОГО КРАЯ";№3593200623021000004;5903003509;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА"" БОЛЬШЕСОСНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ПЕРМСКОГО КРАЯ";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРМИНЖСЕЛЬСТРОЙ""";15 780 190,00;22.03.2021 16:48 (МСК+2);;30.09.2021;22.03.2021;614094, г Пермь, ул Связистов, д 24;83422244001piss@perm.raid.ru;
№ 0156600038621000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600038621000004;Определение поставщика завершено;"Ремонт участка автомобильнойдорогиСелище -Чураки км 16+000-км 16+330; 21+000 - км 22+000";АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;03.02.2021;1 940 127,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600038621000004;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100812721000009;Да;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;ЩАПОВ ПАВЕЛ ИВАНОВИЧ;1 940 127,00;25.02.2021 9:56 (МСК+2);;31.12.2021;25.02.2021;619430, Пермский край, Косинский р-н, Коса с, ул.Молодежная, д.2;89082522536schapova09@mail.ru;
№ 0156600038621000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600038621000003;Определение поставщика завершено;"Ремонт участкаавтодороги""Юксеево-Коса"" - Бачманово км 4+200 - км 5+200";АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;03.02.2021;1 190 198,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600038621000003;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100812721000010;Да;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;ЩАПОВ ПАВЕЛ ИВАНОВИЧ;1 190 198,00;25.02.2021 9:56 (МСК+2);;31.12.2021;25.02.2021;619430, Пермский край, Косинский р-н, Коса с, ул.Молодежная, д.2;89082522536schapova09@mail.ru;
№ 32109954497;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109954497;Закупка завершена;Поставка медикаментов для нуждПермскогоотряда филиала ФГП ВО ЖДТ России на Свердловской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";03.02.2021;146 510,00 ;;;;;;;;;;;;;;
№ 32109953569;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109953569;Закупка завершена;Поставка инвентаря для служебных собак для нуждПермскогоотряда филиала ФГП ВО ЖДТ России на Свердловской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";03.02.2021;83 700,00 ;;;;;;;;;;;;;;
№ 0156600035321000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000006;Определение поставщика завершено;Ремонт автомобильнойдорогиКудымкар - Романова, км 00+000 - км 01+112;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;03.02.2021;5 339 631,68 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000006;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000004;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";ВЛАСОВ ЛЕОНИД АНАТОЛЬЕВИЧ;5 259 536,00;02.03.2021 14:40 (МСК+2);;13.08.2021;02.03.2021;619000 Пермский край г. Кудымкар, ул. М.Горького 26;89223173380vlasov059@mail.ru;
№ 0156600035321000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000005;Определение поставщика завершено;Ремонт автомобильнойдорогиБелоево-Кува-Сидорова, км 19+100 - км 23+100;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;03.02.2021;8 888 888,89 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000005;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000003;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";ЗЕДЛЯЕВ АКИМ АНДРЕЕВИЧ;8 444 444,39;03.03.2021 15:41 (МСК+2);;07.09.2021;03.03.2021;619001, Пермский край, г Кудымкар, ул Дорожников, д 9, кв 2;89048435666r_s_perm@mail.ru;
№ 0156600035321000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000004;Определение поставщика завершено;Ремонт автомобильнойдорогиКудымкар - Верх-Иньва - Веселый Мыс, км 43+000 - км 51+000;АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;03.02.2021;16 217 677,78 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000004;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000002;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";ТУПИЦЫН АНДРЕЙ ВАСИЛЬЕВИЧ;14 433 733,20;03.03.2021 15:41 (МСК+2);;17.08.2021;03.03.2021;619567, Пермский край, Кудымкарский р-н, деревня Мижуева, ул Молодежная, д 26;89024789174kudlesteh@yandex.ru;
№ 0156600038621000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600038621000002;Определение поставщика завершено;Ремонт моста автомобильнойдорогиНагорная-Усть-Коса через р. Сым км 27 +315;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;02.02.2021;2 168 475,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600038621000002;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100812721000008;8104001476;АДМИНИСТРАЦИЯ КОСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОДОРСТРОЙ""";2 168 475,00;25.02.2021 9:54 (МСК+2);;31.12.2021;25.02.2021;614000, г Пермь, ул Николая Островского, д 29, кв 51;83422375337agrodorkochevo@mail.ru;
